City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain Inches,Snow Inches
235,Lucea,JM,2020-05-12 03:55:08,18.45,-78.17,82.4,78,75,5.82,broken clouds,0.0,0.0
236,Pascagoula,US,2020-05-12 03:55:09,30.37,-88.56,61.0,87,1,8.84,clear sky,0.0,0.0
237,Caconda,AO,2020-05-12 03:55:09,-13.73,15.07,54.59,78,94,3.2,overcast clouds,0.0,0.0
238,Ciudad Bolivar,VE,2020-05-12 03:55:09,8.12,-63.55,79.92,71,58,12.71,broken clouds,0.0,0.0
239,Codrington,AU,2020-05-12 03:55:09,-38.27,141.97,62.22,59,96,17.05,overcast clouds,0.0,0.0
240,Dabakala,CI,2020-05-12 03:55:09,8.37,-4.43,73.85,92,88,4.68,overcast clouds,0.0,0.0
241,Fonte Boa,BR,2020-05-12 03:55:09,-2.5,-66.27,74.43,97,84,1.88,light rain,0.13,0.0
242,Sao Gabriel Da Cachoeira,BR,2020-05-12 03:55:09,-0.13,-67.09,74.62,96,57,1.3,moderate rain,1.48,0.0
243,Ongandjera,NA,2020-05-12 03:55:09,-17.88,15.07,69.42,42,65,6.26,broken clouds,0.0,0.0
244,Vila Velha,BR,2020-05-12 03:50:56,-20.33,-40.29,66.0,93,0,2.24,clear sky,0.0,0.0
245,Deogarh,IN,2020-05-12 03:55:10,21.53,84.73,100.89,23,0,3.53,clear sky,0.0,0.0
246,Williamstown,US,2020-05-12 03:55:10,39.69,-75.0,46.99,67,2,4.0,clear sky,0.0,0.0
247,Arona,ES,2020-05-12 03:55:10,28.1,-16.68,68.0,64,40,9.17,scattered clouds,0.0,0.0
248,Sola,VU,2020-05-12 03:55:10,-13.88,167.55,82.4,78,90,5.82,overcast clouds,0.0,0.0
249,Imbituba,BR,2020-05-12 03:55:10,-28.24,-48.67,68.0,88,20,5.82,few clouds,0.0,0.0
250,Shetpe,KZ,2020-05-12 03:55:10,44.17,52.12,57.06,59,6,17.65,clear sky,0.0,0.0
251,Bembereke,BJ,2020-05-12 03:55:10,10.23,2.66,75.11,83,24,8.99,few clouds,0.0,0.0
252,Camana,PE,2020-05-12 03:55:11,-16.62,-72.71,65.35,77,24,5.82,few clouds,0.0,0.0
253,Chicama,PE,2020-05-12 03:55:11,-7.84,-79.15,70.72,78,50,6.55,scattered clouds,0.0,0.0
254,Marystown,CA,2020-05-12 03:55:11,47.17,-55.15,33.03,94,1,5.01,clear sky,0.0,0.0
255,Kodiak,US,2020-05-12 03:55:11,57.79,-152.41,51.8,53,90,11.41,overcast clouds,0.0,0.0
256,Gay,RU,2020-05-12 03:55:11,51.47,58.46,53.6,93,47,8.95,scattered clouds,0.0,0.0
257,Milove,UA,2020-05-12 03:55:11,49.38,40.13,56.77,76,85,10.04,overcast clouds,0.0,0.0
258,Ngama,TD,2020-05-12 03:55:11,11.78,17.17,86.58,43,82,2.93,broken clouds,0.0,0.0
259,Taseyevo,RU,2020-05-12 03:55:12,57.22,94.9,71.13,49,97,5.75,overcast clouds,0.0,0.0
260,Waddan,LY,2020-05-12 03:55:12,29.16,16.14,72.63,18,9,1.3,clear sky,0.0,0.0
261,Jizan,SA,2020-05-12 03:55:12,17.33,42.67,87.8,55,0,1.3,clear sky,0.0,0.0
262,Malm,NO,2020-05-12 03:55:12,64.07,11.22,33.01,90,90,10.29,shower rain,0.0,0.0
263,Manjacaze,MZ,2020-05-12 03:55:12,-24.71,33.88,59.05,89,0,3.56,clear sky,0.0,0.0
264,Kieta,PG,2020-05-12 03:55:12,-6.22,155.63,84.06,79,96,8.41,moderate rain,1.36,0.0
265,Shimoda,JP,2020-05-12 03:55:12,34.67,138.95,78.01,73,75,12.75,broken clouds,0.0,0.0
266,Nanortalik,GL,2020-05-12 03:55:12,60.14,-45.24,41.29,77,99,16.17,overcast clouds,0.0,0.0
267,Cidreira,BR,2020-05-12 03:55:13,-30.18,-50.21,68.45,85,97,5.06,overcast clouds,0.0,0.0
268,Vestmannaeyjar,IS,2020-05-12 03:51:15,63.44,-20.27,42.96,80,86,11.07,overcast clouds,0.0,0.0
269,Cherskiy,RU,2020-05-12 03:55:13,68.75,161.3,46.04,55,0,20.07,clear sky,0.0,0.0
270,Bealanana,MG,2020-05-12 03:55:13,-14.55,48.73,59.22,87,90,3.98,overcast clouds,0.0,0.0
271,Pangnirtung,CA,2020-05-12 03:55:13,66.15,-65.71,26.04,88,3,13.33,clear sky,0.0,0.0
272,Griffith,US,2020-05-12 03:55:13,41.53,-87.42,44.6,80,1,5.32,clear sky,0.0,0.0
273,Emerald,AU,2020-05-12 03:55:13,-23.53,148.17,78.8,27,8,9.17,clear sky,0.0,0.0
274,Gushikawa,JP,2020-05-12 03:55:13,26.35,127.87,75.2,100,90,6.93,very heavy rain,25.4,0.0
275,Stornoway,GB,2020-05-12 03:55:14,58.21,-6.39,39.2,93,22,5.82,few clouds,0.0,0.0
276,Nauta,PE,2020-05-12 03:55:14,-4.51,-73.58,75.74,79,28,1.21,scattered clouds,0.0,0.0
277,Sukumo,JP,2020-05-12 03:55:14,32.93,132.73,75.78,42,88,7.52,overcast clouds,0.0,0.0
278,Koutsouras,GR,2020-05-12 03:55:14,35.03,25.95,63.0,85,2,7.76,clear sky,0.0,0.0
279,Ossora,RU,2020-05-12 03:55:14,59.24,163.07,34.09,96,100,6.51,overcast clouds,0.0,0.0
280,Wuwei,CN,2020-05-12 03:55:14,37.93,102.64,71.01,19,34,1.99,scattered clouds,0.0,0.0
281,Yenagoa,NG,2020-05-12 03:55:14,4.92,6.26,75.31,93,44,1.88,scattered clouds,0.0,0.0
282,Banyo,CM,2020-05-12 03:55:15,6.75,11.82,68.0,89,100,2.17,overcast clouds,0.0,0.0
283,Churapcha,RU,2020-05-12 03:55:15,62.0,132.43,47.21,55,100,7.31,overcast clouds,0.0,0.0
284,Koungheul,SN,2020-05-12 03:55:15,13.98,-14.8,73.92,65,96,11.52,overcast clouds,0.0,0.0
285,Nuuk,GL,2020-05-12 03:55:15,64.18,-51.72,42.8,81,100,1.12,overcast clouds,0.0,0.0
286,Beloha,MG,2020-05-12 03:55:15,-25.17,45.05,65.07,73,75,5.06,broken clouds,0.0,0.0
287,Khorixas,NA,2020-05-12 03:55:15,-20.37,14.97,66.51,39,40,8.61,scattered clouds,0.0,0.0
288,Savona,IT,2020-05-12 03:55:15,44.3,8.27,55.0,97,53,2.35,broken clouds,0.0,0.0
289,Kaohsiung,TW,2020-05-12 03:55:15,22.62,120.31,87.8,62,75,10.29,broken clouds,0.0,0.0
290,Takoradi,GH,2020-05-12 03:55:16,4.88,-1.76,77.58,89,97,9.06,overcast clouds,0.0,0.0
291,Bulungu,CD,2020-05-12 03:55:16,-4.55,18.6,70.77,96,97,1.34,overcast clouds,0.0,0.0
292,Estrela,BR,2020-05-12 03:55:16,-28.06,-50.94,58.62,85,100,3.49,overcast clouds,0.0,0.0
293,Hofn,IS,2020-05-12 03:55:16,64.25,-15.21,32.31,86,54,4.83,broken clouds,0.0,0.0
294,Mazyr,BY,2020-05-12 03:55:16,52.05,29.25,61.52,87,85,13.24,overcast clouds,0.0,0.0
295,Havoysund,NO,2020-05-12 03:55:16,71.0,24.66,32.0,95,75,32.21,light rain and snow,0.0,0.0
296,Kotelnikovo,RU,2020-05-12 03:55:17,47.63,43.15,57.02,76,65,13.31,broken clouds,0.0,0.0
297,Acarau,BR,2020-05-12 03:55:11,-2.89,-40.12,77.31,88,3,8.21,clear sky,0.0,0.0
298,Victoria,HK,2020-05-12 03:55:17,22.29,114.16,82.0,74,99,5.99,light rain,0.32,0.0
299,Aswan,EG,2020-05-12 03:55:17,24.09,32.91,76.05,18,44,9.15,scattered clouds,0.0,0.0
300,Ormara,PK,2020-05-12 03:55:17,25.21,64.64,82.49,81,44,10.38,scattered clouds,0.0,0.0
301,Nizwa,OM,2020-05-12 03:55:17,22.93,57.53,93.18,23,0,2.53,clear sky,0.0,0.0
302,Nome,US,2020-05-12 03:55:17,64.5,-165.41,55.4,54,75,16.11,broken clouds,0.0,0.0
303,Cedar City,US,2020-05-12 03:55:18,37.68,-113.06,62.6,21,1,12.75,clear sky,0.0,0.0
304,Paducah,US,2020-05-12 03:55:18,37.08,-88.6,51.8,57,40,3.67,scattered clouds,0.0,0.0
305,Caravelas,BR,2020-05-12 03:50:54,-17.71,-39.25,71.08,76,0,3.76,clear sky,0.0,0.0
306,Pyshma,RU,2020-05-12 03:55:18,56.95,63.25,70.68,61,81,7.36,broken clouds,0.0,0.0
307,Adrar,MR,2020-05-12 03:55:18,20.5,-10.07,80.71,16,0,12.12,clear sky,0.0,0.0
308,Havre-Saint-Pierre,CA,2020-05-12 03:55:18,50.23,-63.6,33.8,86,1,10.29,clear sky,0.0,0.0
309,Ballina,AU,2020-05-12 03:55:18,-28.87,153.57,62.6,82,90,9.17,overcast clouds,0.0,0.0
310,Incourt,BE,2020-05-12 03:55:18,50.7,4.77,35.6,94,14,2.24,few clouds,0.0,0.0
311,Baoning,CN,2020-05-12 03:55:19,25.34,110.03,82.4,48,5,11.18,clear sky,0.0,0.0
312,Namatanai,PG,2020-05-12 03:55:19,-3.67,152.43,85.84,70,99,6.24,moderate rain,1.41,0.0
313,Igarka,RU,2020-05-12 03:55:19,67.47,86.58,34.0,95,89,12.39,overcast clouds,0.0,0.0
314,Merrill,US,2020-05-12 03:55:19,45.18,-89.68,41.0,86,1,2.8,clear sky,0.0,0.0
315,Mosquera,CO,2020-05-12 03:55:19,4.71,-74.23,59.0,87,40,3.36,scattered clouds,0.0,0.0
316,Awbari,LY,2020-05-12 03:55:19,26.59,12.78,79.72,16,2,4.54,clear sky,0.0,0.0
317,Smiltene,LV,2020-05-12 03:55:19,57.42,25.9,35.01,74,100,3.0,overcast clouds,0.0,0.0
318,Abu Samrah,SY,2020-05-12 03:55:20,35.3,37.18,66.81,37,0,6.33,clear sky,0.0,0.0
319,Porto Novo,BJ,2020-05-12 03:55:20,6.5,2.6,78.8,94,40,3.36,scattered clouds,0.0,0.0
320,Iberia,US,2020-05-12 03:55:20,29.95,-91.75,66.2,88,1,5.12,clear sky,0.0,0.0
321,Lorengau,PG,2020-05-12 03:55:20,-2.02,147.27,85.64,73,97,4.56,light rain,0.82,0.0
322,Sampit,ID,2020-05-12 03:55:20,-2.53,112.95,83.66,85,95,3.24,light rain,0.72,0.0
323,Karratha,AU,2020-05-12 03:55:20,-20.74,116.85,90.82,21,0,13.69,clear sky,0.0,0.0
324,Grand-Lahou,CI,2020-05-12 03:55:20,5.14,-5.02,75.96,89,99,6.31,overcast clouds,0.0,0.0
325,Geraldton,AU,2020-05-12 03:55:21,-28.77,114.6,80.6,28,89,10.29,overcast clouds,0.0,0.0
326,Qaqortoq,GL,2020-05-12 03:55:21,60.72,-46.03,50.0,31,100,29.97,overcast clouds,0.0,0.0
327,Gazojak,TM,2020-05-12 03:55:21,41.19,61.4,66.34,51,91,14.94,overcast clouds,0.0,0.0
328,Acu,BR,2020-05-12 03:55:21,-5.58,-36.91,73.22,81,0,3.58,clear sky,0.0,0.0
329,Alice Springs,AU,2020-05-12 03:55:21,-23.7,133.88,69.8,16,65,9.17,broken clouds,0.0,0.0
330,Teguldet,RU,2020-05-12 03:55:21,57.31,88.17,76.77,34,73,4.21,broken clouds,0.0,0.0
331,Liverpool,GB,2020-05-12 03:55:03,53.41,-2.98,46.0,87,0,11.41,clear sky,0.0,0.0
332,Upernavik,GL,2020-05-12 03:55:22,72.79,-56.15,31.96,92,100,8.48,overcast clouds,0.0,0.0
333,Pita,GN,2020-05-12 03:55:22,10.83,-12.58,73.24,84,100,0.6,moderate rain,1.25,0.0
334,Port Hardy,CA,2020-05-12 03:55:22,50.7,-127.42,64.4,63,75,8.05,broken clouds,0.0,0.0
335,Praia,CV,2020-05-12 03:55:22,14.92,-23.51,71.6,78,20,16.11,few clouds,0.0,0.0
336,Sisimiut,GL,2020-05-12 03:55:22,66.94,-53.67,43.09,82,97,5.61,overcast clouds,0.0,0.0
337,Longyearbyen,SJ,2020-05-12 03:55:22,78.22,15.64,17.6,61,20,14.99,few clouds,0.0,0.0
338,Buala,SB,2020-05-12 03:55:22,-8.14,159.59,84.61,76,92,10.18,light rain,1.0,0.0
339,Kautokeino,NO,2020-05-12 03:55:22,69.01,23.04,24.73,93,100,12.84,overcast clouds,0.0,0.0
340,Karaton,ID,2020-05-12 03:55:23,-6.34,106.1,91.4,63,40,5.82,scattered clouds,0.0,0.0
341,Asau,RO,2020-05-12 03:51:20,46.43,26.4,63.0,72,23,3.36,few clouds,0.0,0.0
342,Havelock,US,2020-05-12 03:55:23,34.88,-76.9,57.0,49,0,1.99,clear sky,0.0,0.0
343,Sambava,MG,2020-05-12 03:55:23,-14.27,50.17,72.93,74,31,10.51,scattered clouds,0.0,0.0
344,Lahij,YE,2020-05-12 03:55:23,13.17,44.58,88.48,30,0,3.42,clear sky,0.0,0.0
345,Muros,ES,2020-05-12 03:55:23,42.78,-9.06,57.0,86,73,1.01,broken clouds,0.0,0.0
346,Haines Junction,CA,2020-05-12 03:55:23,60.75,-137.51,61.65,33,0,5.3,clear sky,0.0,0.0
347,Melegnano,IT,2020-05-12 03:55:24,45.36,9.32,59.0,100,76,1.12,broken clouds,0.0,0.0
348,Goshogawara,JP,2020-05-12 03:55:24,40.8,140.44,71.01,37,100,5.82,overcast clouds,0.0,0.0
349,Kahului,US,2020-05-12 03:53:36,20.89,-156.47,80.6,57,75,17.22,broken clouds,0.0,0.0
350,Flinders,AU,2020-05-12 03:55:24,-34.58,150.86,68.0,50,31,8.01,scattered clouds,0.0,0.0
351,Ganzhou,CN,2020-05-12 03:55:24,28.82,115.43,82.54,26,30,2.64,scattered clouds,0.0,0.0
352,Itabaiana,BR,2020-05-12 03:55:24,-10.69,-37.43,77.0,88,20,5.82,few clouds,0.0,0.0
353,Amethi,IN,2020-05-12 03:55:24,26.15,81.82,99.34,16,36,2.48,scattered clouds,0.0,0.0
354,Sorland,NO,2020-05-12 03:55:24,67.67,12.69,37.4,82,20,9.17,few clouds,0.0,0.0
355,Maarianhamina,AX,2020-05-12 03:55:25,60.1,19.93,30.2,92,0,1.12,clear sky,0.0,0.0
356,Kothi,IN,2020-05-12 03:55:25,24.75,80.78,100.69,16,1,9.28,clear sky,0.0,0.0
357,Sabang,ID,2020-05-12 03:55:25,5.89,95.32,83.77,75,96,5.99,overcast clouds,0.0,0.0
358,Arauco,CL,2020-05-12 03:55:25,-37.25,-73.32,50.0,87,95,5.82,overcast clouds,0.0,0.0
359,Llangefni,GB,2020-05-12 03:55:25,53.26,-4.31,37.4,86,0,1.12,clear sky,0.0,0.0
360,Itarema,BR,2020-05-12 03:55:25,-2.92,-39.92,76.95,89,0,8.25,clear sky,0.0,0.0
361,Ha Tinh,VN,2020-05-12 03:55:25,18.33,105.9,85.46,74,74,6.33,broken clouds,0.0,0.0
362,Teknaf,BD,2020-05-12 03:55:25,20.86,92.31,90.68,50,59,5.23,broken clouds,0.0,0.0
363,Altar,MX,2020-05-12 03:55:26,30.7,-111.82,79.21,19,0,9.86,clear sky,0.0,0.0
364,Alyangula,AU,2020-05-12 03:55:26,-13.85,136.42,86.0,51,40,8.05,scattered clouds,0.0,0.0
365,Debre Birhan,ET,2020-05-12 03:55:26,9.68,39.53,50.94,65,0,2.13,clear sky,0.0,0.0
366,Tessalit,ML,2020-05-12 03:55:26,20.2,1.01,82.53,15,5,6.85,clear sky,0.0,0.0
367,Rudsar,IR,2020-05-12 03:55:26,37.14,50.29,57.2,100,90,6.93,light rain,0.0,0.0
368,Umm Lajj,SA,2020-05-12 03:55:26,25.02,37.27,78.98,44,46,8.97,scattered clouds,0.0,0.0
369,San Patricio,MX,2020-05-12 03:50:47,19.22,-104.7,74.98,78,0,6.15,clear sky,0.0,0.0
370,Aykhal,RU,2020-05-12 03:55:26,66.0,111.5,24.8,68,90,11.18,light shower snow,0.0,0.0
371,Esperance,AU,2020-05-12 03:55:27,-33.87,121.9,62.6,63,90,4.7,overcast clouds,0.0,0.0
372,Ancud,CL,2020-05-12 03:55:27,-41.87,-73.82,48.0,100,75,2.24,broken clouds,0.0,0.0
373,Axim,GH,2020-05-12 03:55:27,4.87,-2.24,77.76,88,100,8.77,overcast clouds,0.0,0.0
374,Pochutla,MX,2020-05-12 03:55:27,15.74,-96.47,84.99,59,55,2.06,light rain,0.54,0.0
375,Sabha,LY,2020-05-12 03:55:27,27.04,14.43,76.98,14,0,11.36,clear sky,0.0,0.0
376,Ostrovnoy,RU,2020-05-12 03:50:28,68.05,39.51,41.63,91,100,29.28,moderate rain,2.14,0.0
377,Timizart,DZ,2020-05-12 03:55:28,36.8,4.27,59.49,55,0,5.3,clear sky,0.0,0.0
378,Vao,NC,2020-05-12 03:55:28,-22.67,167.48,73.09,71,1,18.9,clear sky,0.0,0.0
379,Harer,ET,2020-05-12 03:55:28,9.31,42.13,64.89,81,22,2.46,few clouds,0.0,0.0
380,The Pas,CA,2020-05-12 03:55:28,53.83,-101.25,32.0,80,1,3.04,clear sky,0.0,0.0
381,Olinda,BR,2020-05-12 03:55:28,-8.01,-34.86,77.0,94,75,4.7,light rain,0.0,0.0
382,Nara,JP,2020-05-12 03:55:28,34.69,135.8,82.0,44,75,11.41,broken clouds,0.0,0.0
383,Salinopolis,BR,2020-05-12 03:55:28,-0.61,-47.36,79.02,85,100,7.78,light rain,0.48,0.0
384,Turtas,RU,2020-05-12 03:55:29,58.94,69.13,74.12,54,88,6.06,overcast clouds,0.0,0.0
385,Lazaro Cardenas,MX,2020-05-12 03:55:29,17.96,-102.2,75.2,75,0,4.03,clear sky,0.0,0.0
386,Mogadishu,SO,2020-05-12 03:55:29,2.04,45.34,82.4,69,40,13.87,scattered clouds,0.0,0.0
387,Yulara,AU,2020-05-12 03:55:29,-25.24,130.99,68.0,20,0,6.93,clear sky,0.0,0.0
388,Surt,LY,2020-05-12 03:55:29,31.21,16.59,68.4,81,80,12.95,broken clouds,0.0,0.0
389,Los Llanos De Aridane,ES,2020-05-12 03:55:29,28.66,-17.92,64.4,59,40,4.7,scattered clouds,0.0,0.0
390,Stykkisholmur,IS,2020-05-12 03:55:29,65.08,-22.73,34.05,86,67,8.63,broken clouds,0.0,0.0
391,Nishihara,JP,2020-05-12 03:51:23,26.18,127.76,75.2,94,75,8.05,shower rain,25.4,0.0
392,Sitka,US,2020-05-12 03:55:30,57.05,-135.33,57.2,62,40,4.7,scattered clouds,0.0,0.0
393,Leningradskiy,RU,2020-05-12 03:50:48,69.38,178.42,34.88,95,6,4.68,clear sky,0.0,0.0
394,Miranda,CO,2020-05-12 03:55:30,3.25,-76.23,69.8,88,75,3.36,broken clouds,0.0,0.0
395,Port Blair,IN,2020-05-12 03:55:30,11.67,92.75,87.06,70,74,11.88,light rain,0.69,0.0
396,Maniitsoq,GL,2020-05-12 03:55:30,65.42,-52.9,40.87,79,100,3.58,overcast clouds,0.0,0.0
397,Verkhoyansk,RU,2020-05-12 03:55:30,67.54,133.38,32.81,92,100,2.55,overcast clouds,0.0,0.0
398,Olafsvik,IS,2020-05-12 03:50:41,64.89,-23.71,38.44,81,75,9.95,broken clouds,0.0,0.0
399,Grand Gaube,MU,2020-05-12 03:55:31,-20.01,57.66,72.0,68,73,1.99,broken clouds,0.0,0.0
400,Lebedinyy,RU,2020-05-12 03:55:31,58.52,125.52,33.57,89,100,10.29,light snow,0.0,0.18
401,Wau,SS,2020-05-12 03:55:31,7.7,28.0,73.69,88,99,5.17,overcast clouds,0.0,0.0
402,Pisticci,IT,2020-05-12 03:55:31,40.39,16.56,64.99,93,5,6.93,clear sky,0.0,0.0
403,High Level,CA,2020-05-12 03:55:31,58.52,-117.14,55.4,24,20,9.17,few clouds,0.0,0.0
404,Polyarnyy,RU,2020-05-12 03:55:31,69.2,33.45,32.0,96,75,6.71,broken clouds,0.0,0.0
405,Port Lincoln,AU,2020-05-12 03:55:31,-34.73,135.87,65.07,58,1,16.8,clear sky,0.0,0.0
406,Saint-Augustin,CA,2020-05-12 03:55:31,51.23,-58.65,34.05,90,35,8.01,scattered clouds,0.0,0.0
407,Vila Franca Do Campo,PT,2020-05-12 03:55:31,37.72,-25.43,59.0,82,20,10.29,few clouds,0.0,0.0
408,Bara,NG,2020-05-12 03:55:32,10.37,10.73,80.98,65,48,11.68,scattered clouds,0.0,0.0
409,Cap Malheureux,MU,2020-05-12 03:55:32,-19.98,57.61,72.0,68,75,1.99,broken clouds,0.0,0.0
410,Krk,HR,2020-05-12 03:55:32,45.03,14.57,60.01,92,59,10.94,light rain,0.87,0.0
411,Kangalassy,RU,2020-05-12 03:55:32,62.35,129.96,48.2,39,100,4.47,overcast clouds,0.0,0.0
412,Cabedelo,BR,2020-05-12 03:55:32,-6.98,-34.83,75.2,100,20,5.82,few clouds,0.0,0.0
413,Campos Novos,BR,2020-05-12 03:52:01,-27.4,-51.23,57.04,89,83,3.27,broken clouds,0.0,0.0
414,Beira,MZ,2020-05-12 03:51:09,-19.84,34.84,62.6,100,20,5.82,few clouds,0.0,0.0
415,Huarmey,PE,2020-05-12 03:55:33,-10.07,-78.15,67.77,85,57,10.2,broken clouds,0.0,0.0
416,Clyde River,CA,2020-05-12 03:55:33,70.47,-68.59,12.2,92,90,6.93,light snow,0.0,0.0
417,Itoman,JP,2020-05-12 03:55:33,26.12,127.67,75.2,94,75,8.05,shower rain,25.4,0.0
418,Priyutovo,RU,2020-05-12 03:55:33,53.9,53.93,48.69,95,100,7.94,moderate rain,1.06,0.0
419,Sananduva,BR,2020-05-12 03:55:33,-27.95,-51.81,60.66,93,100,2.46,overcast clouds,0.0,0.0
420,Hualmay,PE,2020-05-12 03:55:34,-11.1,-77.61,66.69,85,53,10.31,broken clouds,0.0,0.0
421,Tukrah,LY,2020-05-12 03:55:34,32.53,20.58,80.51,16,0,20.04,clear sky,0.0,0.0
422,Tiksi,RU,2020-05-12 03:55:34,71.69,128.87,31.5,99,100,8.12,light snow,0.0,0.12
423,Butterworth,MY,2020-05-12 03:55:34,5.4,100.36,87.8,74,20,4.7,few clouds,0.0,0.0
424,Tilichiki,RU,2020-05-12 03:55:34,60.47,166.1,33.13,100,100,7.16,overcast clouds,0.0,0.0
425,Saint Anthony,US,2020-05-12 03:55:34,45.02,-93.22,46.4,31,1,3.36,clear sky,0.0,0.0
426,Lysyye Gory,RU,2020-05-12 03:55:34,51.55,44.84,53.22,74,0,3.8,clear sky,0.0,0.0
427,Lavrentiya,RU,2020-05-12 03:55:34,65.58,-171.0,35.78,95,99,1.7,overcast clouds,0.0,0.0
428,Celestun,MX,2020-05-12 03:55:34,20.87,-90.4,77.65,76,3,15.5,clear sky,0.0,0.0
429,Hailar,CN,2020-05-12 03:55:35,49.2,119.7,51.28,45,76,12.41,broken clouds,0.0,0.0
430,Vardo,NO,2020-05-12 03:55:35,70.37,31.11,33.8,86,75,31.09,shower rain,0.0,0.0
431,Lumeje,AO,2020-05-12 03:55:35,-11.55,20.78,58.51,72,67,4.79,broken clouds,0.0,0.0
432,Ostersund,SE,2020-05-12 03:55:35,63.18,14.64,30.2,80,90,11.41,overcast clouds,0.0,0.0
433,Upata,VE,2020-05-12 03:55:35,8.01,-62.4,75.0,93,36,1.99,scattered clouds,0.0,0.0
434,Tumpat,MY,2020-05-12 03:55:35,6.2,102.17,91.4,66,20,6.93,few clouds,0.0,0.0
435,Cairns,AU,2020-05-12 03:54:43,-16.92,145.77,80.6,61,75,16.11,light intensity shower rain,0.0,0.0
436,Lasa,IT,2020-05-12 03:55:35,46.62,10.7,42.8,100,75,17.22,broken clouds,0.0,0.0
437,Rio Grande,BR,2020-05-12 03:55:36,-32.03,-52.1,55.99,94,28,8.75,scattered clouds,0.0,0.0
438,Bogotol,RU,2020-05-12 03:55:36,56.21,89.53,73.6,39,47,4.85,scattered clouds,0.0,0.0
439,Cayenne,GF,2020-05-12 03:50:42,4.93,-52.33,75.2,100,20,11.59,light rain,0.0,0.0
440,Talara,PE,2020-05-12 03:55:36,-4.58,-81.27,72.0,80,23,12.82,few clouds,0.0,0.0
441,Tingi,TZ,2020-05-12 03:55:36,-11.3,35.03,57.09,88,48,0.87,scattered clouds,0.0,0.0
442,Deputatskiy,RU,2020-05-12 03:55:36,69.3,139.9,28.98,100,95,2.95,light snow,0.0,0.14
443,Bandarbeyla,SO,2020-05-12 03:55:36,9.49,50.81,83.39,72,83,10.51,broken clouds,0.0,0.0
444,Rosa Zarate,EC,2020-05-12 03:55:36,0.33,-79.47,75.18,94,100,1.83,light rain,0.55,0.0
445,Arman,RU,2020-05-12 03:55:37,59.7,150.17,40.95,69,25,4.83,scattered clouds,0.0,0.0
446,Lamphun,TH,2020-05-12 03:55:37,18.25,98.92,93.0,97,25,1.12,scattered clouds,0.0,0.0
447,Atar,MR,2020-05-12 03:55:37,20.52,-13.05,77.99,21,0,12.1,clear sky,0.0,0.0
448,Leh,IN,2020-05-12 03:55:37,34.17,77.58,43.41,51,76,2.82,broken clouds,0.0,0.0
449,Hammerfest,NO,2020-05-12 03:55:37,70.66,23.68,30.2,80,75,35.57,shower rain,0.0,0.0
450,Tiznit,MA,2020-05-12 03:55:37,29.58,-9.5,56.12,85,68,12.44,light rain,0.13,0.0
451,Kenai,US,2020-05-12 03:55:37,60.55,-151.26,46.0,70,75,12.75,broken clouds,0.0,0.0
452,Fairbanks,US,2020-05-12 03:55:37,64.84,-147.72,75.2,23,40,11.41,scattered clouds,0.0,0.0
453,Arlit,NE,2020-05-12 03:55:38,18.74,7.39,83.89,13,0,9.42,clear sky,0.0,0.0
454,Minab,IR,2020-05-12 03:55:38,27.15,57.08,84.2,70,5,2.24,clear sky,0.0,0.0
455,Hovd,MN,2020-05-12 03:55:38,48.01,91.64,66.02,21,100,4.9,overcast clouds,0.0,0.0
456,Ixtapa,MX,2020-05-12 03:55:38,20.7,-105.2,72.77,65,0,2.53,clear sky,0.0,0.0
457,Milas,TR,2020-05-12 03:55:38,37.32,27.78,53.6,81,13,4.7,few clouds,0.0,0.0
458,Darab,IR,2020-05-12 03:55:38,28.75,54.54,77.97,17,7,5.61,clear sky,0.0,0.0
459,Pevek,RU,2020-05-12 03:55:38,69.7,170.31,37.54,77,0,13.15,clear sky,0.0,0.0
460,Ucluelet,CA,2020-05-12 03:55:39,48.93,-125.55,55.0,87,100,1.86,light rain,0.24,0.0
461,Buarcos,PT,2020-05-12 03:55:39,40.17,-8.88,55.99,93,20,2.24,few clouds,0.0,0.0
462,Den Chai,TH,2020-05-12 03:55:39,17.98,100.05,82.4,78,40,1.92,scattered clouds,0.0,0.0
463,Walvis Bay,NA,2020-05-12 03:55:40,-22.96,14.51,71.49,44,0,6.53,clear sky,0.0,0.0
464,Grindavik,IS,2020-05-12 03:55:40,63.84,-22.43,39.2,80,75,5.82,broken clouds,0.0,0.0
465,Parabel,RU,2020-05-12 03:55:40,58.7,81.48,76.41,37,2,6.8,clear sky,0.0,0.0
466,Roswell,US,2020-05-12 03:50:46,34.02,-84.36,55.4,50,1,4.7,clear sky,0.0,0.0
467,Hokitika,NZ,2020-05-12 03:55:41,-42.72,170.97,54.16,92,100,5.14,moderate rain,1.36,0.0
468,Kruisfontein,ZA,2020-05-12 03:55:41,-34.0,24.73,60.57,78,100,3.78,overcast clouds,0.0,0.0
469,Santa Maria,BR,2020-05-12 03:55:42,-29.68,-53.81,65.66,96,85,3.91,moderate rain,1.02,0.0
470,Bugiri,UG,2020-05-12 03:55:42,0.57,33.74,64.27,96,54,2.21,light rain,0.32,0.0
471,Henties Bay,NA,2020-05-12 03:55:43,-22.12,14.28,68.23,56,0,5.75,clear sky,0.0,0.0
472,Ketchikan,US,2020-05-12 03:55:43,55.34,-131.65,60.8,41,1,3.36,clear sky,0.0,0.0
